Customer Age,Customer Gender,Product Purchased,Ticket Type,Ticket Status,Ticket Priority,Ticket Channel,Customer Satisfaction Rating,Purchase Year,Purchase Month,Response Delay Hrs,Resolution Hrs
58,0,36,1,0,3,1,3.0,2020,2,14.954166666666667,-0.4666666666666667
57,2,20,3,0,1,2,2.0,2021,11,0.7547222222222222,15.333333333333334
59,2,10,2,0,0,3,1.0,2021,12,9.006666666666666,-4.633333333333334
38,2,34,4,0,0,1,3.0,2020,8,11.640833333333333,10.733333333333333
48,1,33,0,0,2,0,4.0,2020,5,9.375,1.3833333333333333
21,1,9,2,0,3,2,1.0,2021,7,6.242222222222222,2.8333333333333335
52,1,6,4,0,2,3,1.0,2021,11,17.49361111111111,6.166666666666667
60,2,10,3,0,2,3,2.0,2021,2,22.095277777777778,-18.85
65,0,27,3,0,0,1,4.0,2020,2,21.780277777777776,-12.383333333333333
54,0,16,1,0,0,1,2.0,2020,8,24.265,-9.016666666666667
62,0,31,1,0,1,1,1.0,2021,2,3.283333333333333,5.566666666666666
19,0,40,3,0,0,1,3.0,2020,2,13.671666666666667,-3.85
35,1,28,3,0,1,2,1.0,2020,7,3.757222222222222,18.366666666666667
49,1,6,1,0,1,2,3.0,2021,1,21.074166666666667,-19.133333333333333
41,0,39,4,0,1,3,1.0,2020,1,1.2747222222222223,8.466666666666667
61,1,39,4,0,3,0,3.0,2021,7,15.143611111111111,4.616666666666666
47,1,14,4,0,3,0,1.0,2021,10,5.660833333333334,9.45
48,0,30,2,0,1,3,3.0,2021,7,14.911388888888888,2.25
33,0,25,2,0,2,0,5.0,2020,7,8.811944444444444,14.966666666666667
22,1,41,0,0,2,2,2.0,2021,4,21.92888888888889,-2.7666666666666666
28,1,38,3,0,2,1,3.0,2020,12,15.846666666666666,-10.85
41,0,3,0,0,0,2,4.0,2021,6,1.8805555555555555,18.066666666666666
29,1,2,4,0,0,0,1.0,2020,7,13.017222222222221,6.3
56,0,38,3,0,3,1,2.0,2021,8,19.334444444444443,-14.266666666666667
26,1,37,4,0,2,0,3.0,2020,6,7.051666666666667,16.516666666666666
48,1,14,4,0,3,1,2.0,2021,11,19.16888888888889,-13.95
68,1,17,1,0,0,0,3.0,2021,12,12.252777777777778,0.38333333333333336
43,1,19,2,0,0,2,2.0,2021,9,24.469722222222224,-22.666666666666668
68,0,5,2,0,2,0,5.0,2021,1,18.23638888888889,-1.9
20,0,6,0,0,3,2,5.0,2021,11,11.621944444444445,5.5
44,0,35,1,0,1,1,5.0,2021,4,8.857222222222223,-4.966666666666667
56,1,12,4,0,2,3,1.0,2021,1,4.490833333333334,14.116666666666667
51,0,4,4,0,3,2,1.0,2021,8,2.325277777777778,14.95
25,0,14,0,0,3,3,3.0,2021,11,5.309166666666667,-2.9833333333333334
58,1,37,0,0,0,0,1.0,2020,3,7.292777777777777,8.95
46,2,16,3,0,1,3,4.0,2020,9,8.99388888888889,7.416666666666667
49,2,4,3,0,0,0,4.0,2020,7,7.461388888888889,2.9166666666666665
42,1,21,1,0,2,2,2.0,2021,9,7.913055555555555,11.3
60,1,4,4,0,3,3,1.0,2020,1,21.846944444444443,-0.03333333333333333
45,1,24,2,0,2,1,2.0,2021,3,4.881944444444445,19.133333333333333
50,2,37,4,0,3,2,2.0,2020,6,10.098888888888888,2.5166666666666666
67,0,30,0,0,3,3,1.0,2020,3,20.535833333333333,-7.166666666666667
30,2,37,4,0,0,2,1.0,2020,4,10.6375,2.4166666666666665
41,2,39,3,0,3,2,4.0,2020,9,3.004722222222222,2.0
23,0,41,3,0,1,1,1.0,2020,10,1.4552777777777777,14.25
28,1,2,3,0,1,1,1.0,2021,7,3.839722222222222,-2.8666666666666667
29,0,41,0,0,3,2,2.0,2020,2,17.29111111111111,0.35
67,0,14,2,0,2,3,2.0,2021,1,24.158333333333335,-1.2
41,0,4,3,0,2,1,2.0,2021,5,14.492222222222223,-13.616666666666667
41,2,5,1,0,2,3,5.0,2020,3,3.4277777777777776,18.15
36,2,11,4,0,0,2,5.0,2021,4,1.0780555555555555,17.116666666666667
59,1,26,4,0,3,2,2.0,2020,11,16.078055555555554,1.5
41,0,31,4,0,1,0,5.0,2021,12,3.7116666666666664,12.05
26,0,27,2,0,0,0,4.0,2020,11,19.92888888888889,-10.0
69,2,40,4,0,2,0,3.0,2020,7,7.779722222222222,13.9
66,1,2,3,0,3,0,3.0,2020,1,21.546388888888888,-10.35
28,1,30,3,0,2,1,1.0,2021,11,10.815,-0.6
52,1,39,1,0,0,1,3.0,2021,5,4.065555555555555,4.416666666666667
65,1,8,2,0,0,1,3.0,2021,11,3.283611111111111,2.3
61,2,12,3,0,1,2,3.0,2020,3,15.051944444444445,-9.45
65,2,16,3,0,1,0,5.0,2021,12,4.255277777777778,15.233333333333333
56,0,10,2,0,2,1,3.0,2021,2,7.1225,-3.3833333333333333
46,0,14,1,0,1,0,3.0,2020,11,17.839166666666667,-4.983333333333333
58,0,8,1,0,2,3,3.0,2021,7,9.925833333333333,2.5
47,2,36,3,0,2,2,3.0,2021,3,20.51,-9.533333333333333
52,2,3,1,0,1,0,2.0,2021,10,7.643888888888889,-3.5166666666666666
51,0,41,3,0,2,3,4.0,2020,5,21.261111111111113,-2.7
37,2,21,4,0,2,1,1.0,2020,8,18.663611111111113,-16.883333333333333
50,1,25,2,0,0,2,5.0,2020,9,7.148333333333333,8.75
21,2,23,2,0,0,3,3.0,2021,7,11.382222222222222,-5.166666666666667
68,2,40,0,0,3,3,1.0,2020,12,6.732777777777778,13.783333333333333
66,2,18,2,0,0,2,3.0,2020,11,5.166388888888889,-2.05
62,2,15,0,0,0,0,4.0,2020,1,13.750555555555556,5.5
58,1,20,1,0,2,0,1.0,2021,10,6.384166666666666,11.416666666666666
59,2,24,4,0,3,1,3.0,2020,10,1.3847222222222222,2.1166666666666667
53,0,22,4,0,1,3,4.0,2021,10,17.218611111111112,0.43333333333333335
53,2,35,4,0,3,2,4.0,2021,11,10.002222222222223,10.266666666666667
54,2,40,3,0,1,1,2.0,2020,4,6.086944444444445,17.933333333333334
21,0,21,4,0,3,3,3.0,2021,5,3.821388888888889,4.65
54,0,11,4,0,1,3,2.0,2021,10,6.1075,3.7
20,0,21,2,0,2,3,4.0,2020,8,19.524722222222223,-14.95
30,0,0,1,0,0,1,1.0,2020,12,16.091944444444444,-12.716666666666667
39,0,2,4,0,3,1,1.0,2020,7,20.009722222222223,-12.1
35,0,25,0,0,0,1,2.0,2020,6,3.410277777777778,15.666666666666666
24,1,3,3,0,1,0,3.0,2021,10,3.966388888888889,18.5
42,0,2,4,0,2,2,1.0,2021,12,18.953055555555554,-1.0166666666666666
36,1,28,1,0,3,3,3.0,2021,9,15.486666666666666,-8.25
32,1,29,4,0,2,1,4.0,2021,12,12.604722222222222,10.216666666666667
21,0,17,0,0,0,3,1.0,2020,1,20.974166666666665,1.5166666666666666
67,2,32,4,0,0,0,5.0,2021,4,5.058333333333334,0.4666666666666667
50,2,17,0,0,2,3,1.0,2021,7,17.1425,2.216666666666667
38,0,31,1,0,0,2,4.0,2020,7,9.843333333333334,-2.816666666666667
59,1,31,0,0,0,2,4.0,2020,1,2.2447222222222223,-1.3166666666666667
57,0,26,4,0,2,2,4.0,2021,1,7.128611111111111,-1.9833333333333334
63,0,9,2,0,0,2,2.0,2021,6,19.296388888888888,-10.616666666666667
48,0,0,2,0,1,2,3.0,2020,5,17.147777777777776,-1.6833333333333333
38,2,35,3,0,2,1,5.0,2021,12,3.0816666666666666,9.15
51,2,41,0,0,0,2,5.0,2020,7,23.234444444444446,-10.816666666666666
47,0,26,2,0,1,0,5.0,2021,2,4.7347222222222225,-1.2833333333333334
35,0,34,4,0,1,2,3.0,2021,11,18.751944444444444,-10.1
63,1,31,2,0,1,2,1.0,2021,6,4.456388888888889,-0.6166666666666667
50,0,20,3,0,0,1,1.0,2021,12,4.475555555555555,7.866666666666666
29,1,33,1,0,1,0,4.0,2021,11,9.092777777777778,-1.6
48,2,38,4,0,3,0,3.0,2021,7,20.510833333333334,-13.233333333333333
62,1,22,3,0,3,3,5.0,2020,3,13.863055555555556,5.783333333333333
46,0,8,3,0,2,0,5.0,2020,9,12.546944444444444,-3.3833333333333333
20,0,39,3,0,2,0,2.0,2020,6,13.663611111111111,-4.733333333333333
40,0,7,2,0,3,1,4.0,2020,1,4.8308333333333335,12.766666666666667
36,0,39,2,0,2,2,3.0,2020,5,6.181111111111111,-3.2333333333333334
70,1,6,1,0,2,1,1.0,2020,7,4.116666666666666,6.916666666666667
57,1,28,3,0,2,1,3.0,2020,3,13.070555555555556,8.9
41,2,10,1,0,2,3,4.0,2020,8,6.571666666666666,5.766666666666667
64,2,1,0,0,1,0,1.0,2020,4,24.689166666666665,-0.6
44,2,11,0,0,0,1,2.0,2020,4,6.672777777777778,-1.8166666666666667
59,2,40,0,0,0,1,3.0,2020,1,23.691666666666666,-17.25
29,2,31,2,0,2,2,5.0,2021,4,21.226111111111113,-10.133333333333333
66,0,14,3,0,1,2,2.0,2021,11,20.02888888888889,-16.65
69,0,0,0,0,0,0,5.0,2020,12,16.29611111111111,4.566666666666666
45,2,4,2,0,1,0,3.0,2021,4,22.59638888888889,-8.35
64,2,24,0,0,3,3,3.0,2020,12,24.131944444444443,-9.716666666666667
55,0,35,3,0,2,3,2.0,2021,6,19.448888888888888,-1.4666666666666666
51,2,1,3,0,0,1,1.0,2020,5,3.8825,15.85
46,2,7,0,0,1,0,3.0,2021,8,10.318333333333333,-3.95
31,1,14,2,0,3,3,1.0,2021,2,20.335,0.5
62,1,36,2,0,2,3,3.0,2020,12,21.06861111111111,3.433333333333333
31,0,1,0,0,2,3,4.0,2021,11,1.5025,22.3
31,1,18,2,0,1,3,3.0,2021,1,9.069722222222222,12.533333333333333
32,1,13,3,0,0,2,1.0,2021,9,14.136944444444444,-9.883333333333333
36,1,30,3,0,0,1,3.0,2020,5,24.420277777777777,-3.4166666666666665
18,1,1,3,0,3,1,5.0,2021,11,2.5547222222222223,2.3333333333333335
28,1,40,4,0,1,2,4.0,2021,4,20.85638888888889,-19.933333333333334
51,1,26,1,0,2,2,3.0,2020,2,11.173055555555555,3.466666666666667
57,1,30,1,0,3,2,2.0,2021,11,5.460277777777778,-1.7333333333333334
62,1,14,3,0,3,2,1.0,2020,8,10.611666666666666,-7.466666666666667
69,2,41,4,0,0,1,3.0,2021,6,1.28,14.783333333333333
63,2,28,2,0,2,1,3.0,2020,11,11.180277777777778,10.2
30,1,34,2,0,3,0,2.0,2020,10,7.981111111111111,3.216666666666667
34,2,13,0,0,0,3,4.0,2021,6,11.398333333333333,-6.0
67,1,7,0,0,1,1,2.0,2021,3,11.81638888888889,-3.0166666666666666
18,1,25,1,0,3,1,2.0,2020,4,16.886944444444445,2.2666666666666666
28,0,26,2,0,2,2,2.0,2021,2,14.988055555555556,-13.766666666666667
63,0,2,4,0,0,3,1.0,2021,7,5.121944444444445,10.533333333333333
44,1,33,2,0,0,0,3.0,2020,7,23.471944444444443,-15.616666666666667
39,1,13,2,0,0,2,5.0,2020,7,24.1225,-6.583333333333333
29,0,41,1,0,2,2,4.0,2020,10,3.64,4.033333333333333
53,2,17,0,0,3,0,3.0,2020,4,20.093055555555555,-2.3666666666666667
27,0,33,4,0,2,1,3.0,2020,8,1.1444444444444444,22.616666666666667
19,0,32,1,0,0,3,5.0,2021,7,6.028333333333333,4.366666666666666
20,0,26,2,0,3,2,4.0,2021,12,16.681944444444444,-13.966666666666667
19,2,40,2,0,1,0,3.0,2020,8,18.7325,-13.483333333333333
28,2,6,0,0,2,1,3.0,2021,1,24.51638888888889,-11.65
30,1,32,0,0,1,0,1.0,2020,5,9.267777777777777,12.516666666666667
65,2,38,2,0,2,1,2.0,2020,1,21.935277777777777,0.0
70,0,11,1,0,2,0,5.0,2020,7,18.935833333333335,0.21666666666666667
28,0,6,0,0,3,1,2.0,2020,12,17.302777777777777,1.0
62,0,2,3,0,0,2,1.0,2021,2,24.32027777777778,-13.8
33,1,14,2,0,2,0,4.0,2020,2,10.840833333333334,11.85
44,0,32,2,0,3,1,1.0,2020,11,14.774444444444445,3.4
39,1,9,1,0,2,1,1.0,2020,4,1.3583333333333334,18.583333333333332
23,0,17,3,0,0,3,1.0,2020,1,17.342222222222222,2.783333333333333
53,0,20,0,0,1,2,5.0,2020,4,5.275833333333333,-1.9666666666666666
22,0,3,2,0,3,1,1.0,2020,9,9.510277777777778,1.6
65,1,23,4,0,1,1,3.0,2021,2,13.344444444444445,10.916666666666666
31,0,20,2,0,1,2,5.0,2020,10,10.963055555555556,9.216666666666667
22,1,41,0,0,0,3,3.0,2020,10,5.681111111111111,10.4
69,2,18,4,0,0,2,5.0,2021,1,10.198333333333334,6.216666666666667
58,0,7,2,0,2,3,3.0,2021,4,9.915555555555555,10.2
41,1,24,1,0,3,0,3.0,2020,6,19.15138888888889,3.783333333333333
41,0,20,3,0,1,0,5.0,2021,3,2.8519444444444444,17.666666666666668
48,2,0,2,0,1,3,5.0,2021,11,3.8366666666666664,14.816666666666666
67,0,10,2,0,0,1,2.0,2020,3,18.421388888888888,-10.683333333333334
33,2,29,4,0,1,3,5.0,2020,10,21.940833333333334,-9.45
34,1,4,0,0,2,0,4.0,2021,11,9.409166666666666,7.783333333333333
66,1,0,1,0,0,1,5.0,2020,1,24.57638888888889,-9.783333333333333
53,1,9,1,0,3,0,4.0,2020,9,5.626666666666667,6.983333333333333
56,2,24,4,0,0,1,5.0,2021,3,9.261111111111111,12.933333333333334
49,0,32,4,0,0,1,5.0,2021,4,19.095,1.6666666666666667
54,0,28,2,0,2,3,3.0,2021,9,12.37888888888889,4.233333333333333
34,0,9,1,0,0,3,3.0,2020,9,13.5625,-0.23333333333333334
19,0,5,4,0,0,3,3.0,2020,11,9.362777777777778,6.883333333333334
64,0,2,0,0,1,0,1.0,2020,7,17.58111111111111,-13.8
70,1,28,2,0,2,1,5.0,2020,9,1.565,7.966666666666667
39,1,11,4,0,3,3,3.0,2020,4,17.24888888888889,3.5
56,2,39,4,0,0,2,5.0,2021,10,21.86611111111111,-18.416666666666668
52,1,16,2,0,0,2,2.0,2021,1,4.216944444444445,3.933333333333333
39,2,1,4,0,3,0,3.0,2021,8,7.92,3.433333333333333
56,1,9,4,0,2,2,1.0,2020,5,15.404166666666667,-8.3
52,0,8,0,0,3,2,1.0,2020,11,4.173055555555556,8.383333333333333
32,2,12,1,0,1,2,4.0,2020,1,14.806666666666667,-7.1
65,1,17,1,0,1,0,1.0,2021,12,23.390833333333333,-22.3
39,1,31,0,0,2,2,4.0,2021,9,9.491111111111111,8.583333333333334
37,2,9,4,0,1,0,1.0,2020,1,5.525833333333333,4.866666666666666
45,0,1,4,0,1,0,2.0,2020,6,4.776666666666666,5.5
70,2,18,3,0,0,0,3.0,2020,8,20.2275,1.2333333333333334
44,0,19,3,0,0,0,2.0,2021,2,10.845833333333333,-5.283333333333333
54,0,40,0,0,1,2,5.0,2021,3,21.779444444444444,-16.2
27,0,22,4,0,1,2,1.0,2021,12,8.013333333333334,15.25
57,2,29,4,0,1,2,5.0,2021,6,17.84777777777778,-5.966666666666667
22,1,11,1,0,3,2,1.0,2021,1,22.965833333333332,-19.233333333333334
42,2,41,2,0,1,2,5.0,2020,12,17.134722222222223,-6.083333333333333
34,2,41,4,0,3,0,4.0,2020,4,2.2527777777777778,14.966666666666667
42,2,13,2,0,3,2,1.0,2020,5,1.9205555555555556,14.283333333333333
50,1,21,0,0,2,0,4.0,2020,7,20.355,-11.733333333333333
56,0,34,1,0,2,0,2.0,2021,1,8.372777777777777,6.8
60,1,31,3,0,0,2,5.0,2020,5,21.808055555555555,-4.45
54,1,37,2,0,1,2,1.0,2021,6,20.875833333333333,-18.833333333333332
56,2,25,2,0,2,0,1.0,2021,10,9.812777777777777,-8.85
64,0,11,0,0,2,0,5.0,2021,9,17.180555555555557,2.2666666666666666
52,1,17,3,0,2,3,2.0,2020,8,19.730555555555554,-13.85
51,2,9,2,0,1,1,4.0,2020,2,6.681666666666667,-5.383333333333334
36,2,4,4,0,2,1,2.0,2021,8,18.0825,-14.983333333333333
70,0,6,1,0,1,2,1.0,2021,11,14.600833333333334,-0.8166666666666667
40,0,12,3,0,2,3,4.0,2020,8,24.851111111111113,-7.916666666666667
51,2,32,1,0,1,0,1.0,2020,5,12.435555555555556,1.2333333333333334
70,2,33,0,0,1,2,3.0,2020,4,16.602777777777778,-9.716666666666667
42,0,29,0,0,2,0,2.0,2020,12,1.0869444444444445,7.433333333333334
69,0,41,3,0,2,2,2.0,2021,9,7.7725,-3.8666666666666667
64,2,41,3,0,2,1,2.0,2021,6,13.439722222222223,9.683333333333334
66,1,31,1,0,1,1,3.0,2021,3,10.140277777777778,9.366666666666667
44,2,36,3,0,1,1,4.0,2021,10,3.558333333333333,4.833333333333333
50,0,16,1,0,1,0,5.0,2020,10,3.975277777777778,14.166666666666666
20,0,9,4,0,0,1,4.0,2020,9,11.943333333333333,12.216666666666667
34,1,17,0,0,0,3,3.0,2021,9,11.976944444444445,0.25
39,2,27,4,0,3,2,1.0,2020,9,13.380277777777778,2.25
60,1,32,4,0,2,1,1.0,2021,8,5.200277777777778,19.716666666666665
43,1,3,2,0,1,0,1.0,2020,4,20.101111111111113,-7.95
60,1,25,1,0,0,0,4.0,2020,10,8.3375,14.9
18,2,8,4,0,0,3,2.0,2020,10,11.504444444444445,4.816666666666666
45,0,37,2,0,1,0,5.0,2020,10,11.971666666666666,9.583333333333334
33,2,15,2,0,2,2,2.0,2020,9,4.038888888888889,14.416666666666666
52,1,25,2,0,1,3,1.0,2020,2,7.223888888888889,3.3
66,2,8,3,0,2,2,3.0,2021,6,1.7405555555555556,7.766666666666667
49,2,1,0,0,0,3,1.0,2021,3,10.277222222222223,8.233333333333333
34,0,34,0,0,0,2,4.0,2020,5,9.427777777777777,-2.65
50,0,9,2,0,0,0,2.0,2020,10,3.095,19.533333333333335
57,2,2,3,0,3,3,4.0,2021,11,21.64666666666667,-15.333333333333334
63,0,3,4,0,1,0,4.0,2020,4,16.23138888888889,-5.516666666666667
44,0,29,3,0,3,3,5.0,2020,3,14.7,10.166666666666666
34,2,23,4,0,2,3,5.0,2020,4,2.6502777777777777,6.316666666666666
26,0,22,2,0,3,1,4.0,2020,7,8.18388888888889,10.283333333333333
28,0,22,1,0,0,2,1.0,2021,3,19.718333333333334,-12.383333333333333
44,1,40,2,0,3,2,1.0,2020,12,3.0861111111111112,18.833333333333332
41,0,33,3,0,2,3,5.0,2021,6,3.0530555555555554,20.716666666666665
27,0,8,3,0,3,3,4.0,2020,4,16.704722222222223,5.183333333333334
43,1,34,2,0,1,1,5.0,2020,2,6.838611111111111,-0.7666666666666667
24,1,30,4,0,0,2,5.0,2021,3,2.3222222222222224,8.9
69,0,26,3,0,1,2,5.0,2020,4,16.95611111111111,-15.083333333333334
42,0,7,1,0,1,0,2.0,2020,1,6.8575,8.216666666666667
64,0,24,1,0,1,2,5.0,2021,8,19.841944444444444,-3.0166666666666666
67,2,4,1,0,0,2,1.0,2020,3,8.3925,-0.5833333333333334
67,0,17,2,0,0,0,5.0,2021,10,21.06222222222222,-11.566666666666666
29,1,1,3,0,1,1,4.0,2020,11,1.2955555555555556,20.533333333333335
38,1,1,4,0,0,3,5.0,2020,8,22.36277777777778,-13.516666666666667
21,0,1,3,0,1,3,1.0,2020,1,24.51361111111111,-2.2333333333333334
65,2,34,3,0,0,1,5.0,2021,6,18.163888888888888,-6.783333333333333
34,0,22,1,0,2,0,1.0,2020,6,3.3647222222222224,15.833333333333334
42,0,29,3,0,1,1,3.0,2020,11,12.783055555555556,0.25
57,1,41,0,0,0,3,2.0,2020,5,11.333333333333334,3.0
42,1,23,2,0,2,1,4.0,2021,4,5.767777777777778,3.05
34,1,41,2,0,3,3,1.0,2020,2,14.451666666666666,4.466666666666667
61,0,13,3,0,0,0,2.0,2020,4,10.969722222222222,-6.55
62,2,12,4,0,3,2,2.0,2020,4,22.88722222222222,-17.066666666666666
34,0,20,1,0,3,2,1.0,2020,1,3.254722222222222,15.566666666666666
31,0,13,0,0,1,0,2.0,2021,3,23.68888888888889,-16.4
52,1,37,2,0,0,1,2.0,2021,8,11.974166666666667,12.166666666666666
59,1,12,3,0,2,0,4.0,2020,3,24.708055555555557,-12.066666666666666
34,0,9,1,0,3,3,5.0,2020,12,13.475277777777778,7.15
41,1,36,4,0,0,0,5.0,2021,4,16.392777777777777,-6.966666666666667
62,0,26,3,0,2,1,1.0,2020,4,13.243333333333334,-0.1
34,2,25,2,0,0,0,3.0,2020,11,22.460833333333333,-20.316666666666666
41,0,38,0,0,0,3,4.0,2020,9,17.744722222222222,3.8333333333333335
42,0,41,1,0,3,3,1.0,2021,8,24.512777777777778,-18.816666666666666
42,0,21,2,0,0,2,1.0,2021,1,24.663055555555555,-7.633333333333334
28,1,8,4,0,2,3,2.0,2021,8,14.614444444444445,0.48333333333333334
25,1,8,3,0,1,2,5.0,2020,6,17.232222222222223,-5.75
68,2,8,1,0,1,0,3.0,2020,3,21.735555555555557,-7.2
52,2,19,4,0,0,0,3.0,2021,5,12.336944444444445,7.616666666666666
35,2,35,4,0,3,3,3.0,2020,11,23.405277777777776,-7.25
19,1,18,3,0,3,3,2.0,2020,4,17.922777777777778,-16.266666666666666
36,0,13,3,0,3,2,3.0,2020,12,4.123888888888889,5.65
39,2,36,2,0,2,1,4.0,2020,6,17.12527777777778,7.783333333333333
38,0,36,3,0,0,2,2.0,2021,7,13.029166666666667,-6.4
20,0,28,2,0,2,0,2.0,2021,10,23.563055555555554,-12.066666666666666
21,1,26,1,0,3,1,2.0,2021,3,11.080277777777777,7.816666666666666
32,2,26,4,0,2,0,4.0,2021,4,11.965277777777779,-0.36666666666666664
31,1,20,0,0,1,1,5.0,2020,7,4.565555555555555,7.766666666666667
61,0,9,4,0,1,2,3.0,2021,3,13.382777777777777,-3.5833333333333335
70,2,18,2,0,0,2,5.0,2020,2,16.301944444444445,-4.316666666666666
54,0,12,0,0,1,1,1.0,2021,7,19.485833333333332,-2.183333333333333
27,2,19,3,0,3,1,3.0,2020,3,13.102777777777778,11.616666666666667
18,0,32,0,0,0,3,1.0,2021,7,23.054444444444446,-9.316666666666666
42,1,19,2,0,3,2,2.0,2021,3,7.638055555555556,-1.5666666666666667
32,1,15,2,0,3,2,4.0,2020,3,15.455833333333333,-5.55
36,1,32,4,0,0,1,2.0,2021,8,13.14,-2.6333333333333333
36,0,25,0,0,1,3,4.0,2020,1,18.54083333333333,-0.6333333333333333
45,1,39,3,0,1,2,1.0,2021,9,23.158333333333335,-17.916666666666668
19,2,0,3,0,1,3,5.0,2021,5,24.6775,-22.133333333333333
52,2,27,0,0,0,2,2.0,2020,12,3.5616666666666665,14.9
50,0,1,2,0,1,1,2.0,2020,3,12.862777777777778,0.7
36,1,17,3,0,1,0,5.0,2021,6,24.39638888888889,-2.4833333333333334
60,1,28,4,0,2,3,5.0,2021,2,11.585,1.1166666666666667
52,0,41,4,0,3,2,1.0,2021,7,13.652222222222223,4.483333333333333
21,2,2,4,0,2,3,1.0,2020,2,23.038055555555555,-5.466666666666667
50,2,36,0,0,0,3,2.0,2020,6,18.52138888888889,2.6333333333333333
25,2,29,4,0,2,3,2.0,2020,11,7.088611111111111,6.75
55,2,41,4,0,1,2,5.0,2020,3,18.255555555555556,-15.783333333333333
55,0,7,1,0,1,3,2.0,2021,10,6.089444444444444,12.433333333333334
49,0,33,4,0,0,0,1.0,2021,8,1.5405555555555555,19.5
35,1,13,0,0,3,2,1.0,2021,7,5.490555555555556,-1.4166666666666667
44,1,39,3,0,2,3,2.0,2020,7,13.958055555555555,-2.2666666666666666
30,0,36,0,0,0,2,1.0,2020,6,14.909722222222221,-10.516666666666667
62,0,31,4,0,0,2,3.0,2020,9,17.144166666666667,-1.6166666666666667
40,1,35,0,0,1,1,2.0,2021,9,2.910833333333333,11.116666666666667
58,0,5,1,0,3,2,2.0,2020,3,11.815277777777778,-5.066666666666666
40,0,31,2,0,0,0,4.0,2021,8,7.365555555555556,8.783333333333333
23,2,11,1,0,0,0,1.0,2021,4,13.149444444444445,-5.25
41,1,3,3,0,1,3,1.0,2020,2,1.283611111111111,21.5
51,1,18,0,0,2,0,2.0,2020,10,18.267777777777777,0.5833333333333334
57,2,1,3,0,2,1,4.0,2020,4,6.004166666666666,7.85
19,0,2,2,0,0,3,4.0,2021,2,1.9391666666666667,15.45
59,2,26,2,0,2,3,2.0,2021,5,15.074166666666667,4.483333333333333
51,2,2,3,0,3,2,5.0,2020,10,17.07611111111111,-13.666666666666666
37,0,10,0,0,0,3,4.0,2020,4,14.546388888888888,-2.316666666666667
58,0,29,0,0,2,1,1.0,2021,8,13.096944444444444,0.1
44,2,24,0,0,1,2,4.0,2020,5,6.2972222222222225,-2.816666666666667
18,0,31,2,0,0,0,2.0,2020,12,21.814166666666665,0.9
42,2,32,0,0,3,2,5.0,2020,10,4.8661111111111115,15.35
29,1,40,3,0,3,0,3.0,2021,7,23.866666666666667,1.0666666666666667
58,0,11,2,0,2,0,2.0,2021,1,24.851111111111113,-11.316666666666666
46,2,28,1,0,0,0,2.0,2020,9,20.135555555555555,-14.116666666666667
58,0,7,1,0,0,0,4.0,2021,1,16.453611111111112,-10.9
29,0,21,2,0,1,2,2.0,2020,11,13.604444444444445,8.716666666666667
55,1,26,3,0,3,1,2.0,2020,8,19.072222222222223,-6.616666666666666
53,0,9,0,0,2,2,3.0,2020,10,9.423055555555555,-7.483333333333333
27,0,19,3,0,2,2,2.0,2020,12,17.690555555555555,-1.3166666666666667
58,0,38,3,0,0,0,4.0,2020,6,6.558333333333334,-1.0833333333333333
64,0,30,3,0,0,3,3.0,2020,1,3.2936111111111113,17.133333333333333
50,1,14,1,0,1,2,1.0,2020,8,12.62861111111111,-6.2
58,0,32,1,0,1,0,1.0,2020,9,10.845833333333333,11.816666666666666
39,2,34,4,0,1,0,1.0,2021,10,6.514444444444444,17.7
63,1,16,4,0,1,1,4.0,2020,9,22.581666666666667,-21.016666666666666
43,0,35,1,0,2,1,5.0,2021,11,20.34888888888889,3.533333333333333
34,1,9,2,0,3,3,5.0,2020,7,10.299444444444445,-3.55
63,2,37,3,0,3,2,4.0,2020,2,5.651111111111111,19.416666666666668
55,2,1,0,0,0,3,4.0,2021,9,18.134722222222223,2.9166666666666665
66,0,30,4,0,2,2,4.0,2020,1,6.336111111111111,-2.783333333333333
60,1,39,2,0,2,2,3.0,2021,3,22.98611111111111,-10.466666666666667
36,1,3,1,0,2,2,1.0,2021,10,9.056666666666667,15.366666666666667
24,0,9,2,0,1,3,3.0,2020,7,24.5075,-3.35
36,0,15,3,0,3,3,3.0,2021,7,8.125,-1.1
68,1,27,4,0,3,1,2.0,2020,11,13.80888888888889,7.633333333333334
19,2,37,3,0,0,2,3.0,2020,7,13.310555555555556,11.8
70,0,25,2,0,0,3,5.0,2020,11,4.1130555555555555,20.816666666666666
19,2,40,4,0,2,1,3.0,2020,4,7.680555555555555,-3.3833333333333333
42,0,7,2,0,2,0,4.0,2020,9,7.6497222222222225,8.983333333333333
52,2,8,3,0,3,1,1.0,2020,1,5.949722222222222,-4.416666666666667
23,2,0,4,0,2,1,4.0,2020,10,2.3833333333333333,12.716666666666667
31,0,3,2,0,3,3,4.0,2020,3,5.283888888888889,-1.65
40,1,3,0,0,1,3,3.0,2021,8,3.801388888888889,8.933333333333334
65,1,5,3,0,0,3,3.0,2021,3,19.68722222222222,-3.4833333333333334
65,2,39,2,0,3,3,3.0,2020,7,22.037777777777777,-11.616666666666667
18,1,12,3,0,0,1,5.0,2020,11,11.38861111111111,11.583333333333334
65,1,4,2,0,1,0,4.0,2020,6,17.239444444444445,-14.916666666666666
